objectid,subject,filename,title,format,description,RULEDATE15,date,RULEMONTH,longitude,latitude,GCITY,GSTATE,location
mid114,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MT PULASKI TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,199811,1998,11,-89.2853,40.00095,MOUNT PULASK,IL,"MOUNT PULASK, IL"
mid115,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CUMBERLAND COUNTY HISTORICAL & GENEALOGICAL SOCIETY,image/jpeg,,200004,2000,04,-88.16562,39.26479,GREENUP,IL,"GREENUP, IL"
mid116,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,INDIANOLA COMMUNITY HISTORICAL SOCIETY,image/jpeg,HTTP://WARRENCOUNTYHISTORY.ORG,200205,2002,05,-87.74307,39.92598,INDIANOLA,IL,"INDIANOLA, IL"
mid117,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PLEASANT PLAINS VETERANS MEMORIAL ASSOCIATION,image/jpeg,,200203,2002,03,-89.85704,39.8588,PLEASANT PLAINS,IL,"PLEASANT PLAINS, IL"
mid118,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,PIKE COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.PIKECOILHISTORY.ORG,196607,1966,07,-91.00883,39.53755,ROCKPORT,IL,"ROCKPORT, IL"
mid119,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MONROE COUNTY HISTORICAL SOCIETY,image/jpeg,,196702,1967,02,-90.16278,38.35592,WATERLOO,IL,"WATERLOO, IL"
mid120,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BUFFALO CREEK VALLEY HISTORICAL SOCIETY,image/jpeg,,200905,2009,05,-89.67107,41.91637,STERLING,IL,"STERLING, IL"
mid121,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MOSES KING BRICK AND TILE WORKS NATIONAL HISTORIC DISTRICT,image/jpeg,,200601,2006,01,-90.7966,40.4338,COLCHESTER,IL,"COLCHESTER, IL"
mid122,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,CORRON FARM PRESERVATION SOCIETY NFP,image/jpeg,HTTP://WWW.CORRONFARMPRESERVATIONSOCIETY.ORG/,201304,2013,04,-88.40508,41.98031,CAMPTON HILLS,IL,"CAMPTON HILLS, IL"
mid123,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GALENA TRAIL & COACH ROAD SOCIETY,image/jpeg,,201205,2012,05,-89.50207,41.29226,TISKILWA,IL,"TISKILWA, IL"
mid124,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FAIRVIEW HISTORICAL SOCIETY,image/jpeg,,201208,2012,08,-90.16307,40.63849,FAIRVIEW,IL,"FAIRVIEW, IL"
mid125,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BONFIELD AREA HISTORICAL SOCIETY,image/jpeg,,201309,2013,09,-88.05921,41.14666,BONFIELD,IL,"BONFIELD, IL"
mid126,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MACOUPIN COUNTY GENEALOGICAL SOCIETY,image/jpeg,,198104,1981,04,-89.8896,39.28899,CARLINVILLE,IL,"CARLINVILLE, IL"
mid127,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,TISKILWA HISTORICAL SOCIETY,image/jpeg,,200610,2006,10,-89.51104,41.2743,TISKILWA,IL,"TISKILWA, IL"
mid128,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BOND COUNTY GENEALOGICAL SOCIETY,image/jpeg,HTTP://WWW.BONDCOGEN.ORG/,198504,1985,04,-89.39161,38.76795,GREENVILLE,IL,"GREENVILLE, IL"
mid129,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WINSLOW HISTORICAL SOCIETY,image/jpeg,,200512,2005,12,-89.79108,42.49287,WINSLOW,IL,"WINSLOW, IL"
mid130,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SOULSBY STATION SOCIETY,image/jpeg,,201009,2010,09,-89.73535,39.07122,MOUNT OLIVE,IL,"MOUNT OLIVE, IL"
mid131,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WEST SALEM CHOWDER,image/jpeg,,200908,2009,08,-88.0087,38.52063,WEST SALEM,IL,"WEST SALEM, IL"
mid132,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,RUSHVILLE VETERANS MEMORIAL NFP,image/jpeg,,200809,2008,09,-90.63845,40.12118,RUSHVILLE,IL,"RUSHVILLE, IL"
mid133,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,NEW ATHENS HISTORICAL SOCIETY,image/jpeg,,201010,2010,10,-89.8725,38.31797,NEW ATHENS,IL,"NEW ATHENS, IL"
mid134,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LINCOLN LOG CABIN STATE HISTORIC SITE,image/jpeg,,198606,1986,06,-88.21084,39.38333,LERNA,IL,"LERNA, IL"
mid135,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MIDDLETOWN-FALL CREEK TWNSHP HISTORICAL SOCIETY,image/jpeg,HTTP://MIDDLETOWNHISTORY.US,198708,1987,08,-85.5307,40.04518,MIDDLETOWN,IN,"MIDDLETOWN, IN"
mid136,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HISTORIC LADOGA INC.-OLD NORMAL SCHOOL,image/jpeg,,199310,1993,10,-86.80608,39.90784,LADOGA,IN,"LADOGA, IN"
mid137,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HARRISON COUNTY HISTORICAL SOCIETY,image/jpeg,,201312,2013,12,-86.12568,38.26625,CORYDON,IN,"CORYDON, IN"
mid138,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,KANKAKEE VALLEY HISTORICAL SOCIETY,image/jpeg,,200208,2002,08,-87.07429,41.28189,KOUTS,IN,"KOUTS, IN"
mid139,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MONTPELIER HISTORIC PRESERVATION,image/jpeg,,200404,2004,04,-85.28319,40.55968,MONTPELIER,IN,"MONTPELIER, IN"
mid140,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HALL CIVIC ASSOCIATION,image/jpeg,,200507,2005,07,-86.52933,39.52367,MONROVIA,IN,"MONROVIA, IN"
mid141,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,IROQUOIS-WASHINGTON PRESERVATION COMMITTEE,image/jpeg,,200607,2006,07,-87.44634,40.77723,KENTLAND,IN,"KENTLAND, IN"
mid142,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MECCA ALLIANCE REPRESENTING A BUILDING SAVIOR,image/jpeg,HTTP://WWW.MECCA-ARABS.COM/,200707,2007,07,-87.33115,39.7249,MECCA,IN,"MECCA, IN"
mid143,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,RIPLEY COUNTY INDIANA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.RCHSLIB.ORG,197408,1974,08,-85.26185,39.02964,VERSAILLES,IN,"VERSAILLES, IN"
mid144,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HANCOCK COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://HANCOCKHISTORY.ORG/,197309,1973,09,-85.78782,39.80052,GREENFIELD,IN,"GREENFIELD, IN"
mid145,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FULTON COUNTY HISTORICAL POWER ASSOCIATION,image/jpeg,,200909,2009,09,-86.24089,41.11043,ROCHESTER,IN,"ROCHESTER, IN"
mid146,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WEIR COOK MEMORIAL PROJECT,image/jpeg,,201103,2011,03,-85.63565,39.89029,WILKINSON,IN,"WILKINSON, IN"
mid147,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PIVOTAL PEOPLE OF SOUTHERN INDIANA,image/jpeg,,201208,2012,08,-86.46505,38.54223,PAOLI,IN,"PAOLI, IN"
mid148,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,JACKSON COUNTY ANTIQUE MACHINERY ASSOCIATION,image/jpeg,,201207,2012,07,-85.79803,38.85253,CROTHERSVILL,IN,"CROTHERSVILL, IN"
mid149,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,SHIPSHEWANA AREA HISTORICAL SOCIETY,image/jpeg,,200401,2004,01,-85.58436,41.69546,SHIPSHEWANA,IN,"SHIPSHEWANA, IN"
mid150,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ILLIANA ANTIQUE POWER ASSOCIATION,image/jpeg,,200405,2004,05,-87.33258,40.37972,ATTICA,IN,"ATTICA, IN"
mid151,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,NOBLE COUNTY HISTORICAL SOCIETY,image/jpeg,,198703,1987,03,-85.43654,41.3697,ALBION,IN,"ALBION, IN"
mid152,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORIC VEVAY,image/jpeg,,198412,1984,12,-85.07167,38.75073,VEVAY,IN,"VEVAY, IN"
mid153,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,OAK GROVE HERITAGE HOUSE,image/jpeg,HTTP://WWW.OAKGROVEHERITAGEHOUSE.COM/,200012,2000,12,-87.24493,40.52436,OXFORD,IN,"OXFORD, IN"
mid154,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SPENCER COUNTY HISTORICAL SOCIETY,image/jpeg,,198604,1986,04,-87.04618,37.88192,ROCKPORT,IN,"ROCKPORT, IN"
mid155,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORIC LINDEN,image/jpeg,,198611,1986,11,-86.91167,40.10559,LINDEN,IN,"LINDEN, IN"
mid156,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HISTORIC LANDMARKS OF FOUNTAIN COUNTY,image/jpeg,,198804,1988,04,-87.22999,40.30044,ATTICA,IN,"ATTICA, IN"
mid157,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,DAVIESS COUNTY HISTORIC LANDMARKS,image/jpeg,,198812,1988,12,-87.0531,38.77298,WASHINGTON,IN,"WASHINGTON, IN"
mid158,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WAKARUSA HISTORICAL SOCIETY,image/jpeg,HTTP://WAKARUSAHISTORICALSOCIETY.COM/,199811,1998,11,-86.01601,41.52934,WAKARUSA,IN,"WAKARUSA, IN"
mid159,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WARREN COUNTY HISTORICAL SOCIETY,image/jpeg,,198301,1983,01,-87.34709,40.29023,WILLIAMSPORT,IN,"WILLIAMSPORT, IN"
mid160,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LINDEN MADISON TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.LINDENDEPOT.COM,198708,1987,08,-86.91167,40.10559,LINDEN,IN,"LINDEN, IN"
mid161,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,POLAND CHAPEL HISTORICAL SOCIETY,image/jpeg,,200011,2000,11,-86.96774,39.46168,CENTERPOINT,IN,"CENTERPOINT, IN"
mid162,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,UNION COUNTY HISTORICAL SOCIETY,image/jpeg,,201406,2014,06,-84.98873,39.64215,LIBERTY,IN,"LIBERTY, IN"
mid163,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SHIRLEY CENTENNIAL & HISTORICAL SOCIETY,image/jpeg,,199911,1999,11,-85.55963,39.91402,SHIRLEY,IN,"SHIRLEY, IN"
mid164,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,CRAWFORD COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,image/jpeg,,199607,1996,07,-86.34377,38.20094,LEAVENWORTH,IN,"LEAVENWORTH, IN"
mid165,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HISTORIC METAMORA,image/jpeg,HTTP://WWW.METAMORAINDIANA.COM,200010,2000,10,-85.12828,39.43089,METAMORA,IN,"METAMORA, IN"
mid166,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,T C STEELE STATE HISTORIC SITE,image/jpeg,HTTP://WWW.TCSTEELE.ORG,199206,1992,06,-86.34772,39.13659,NASHVILLE,IN,"NASHVILLE, IN"
mid167,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,NEWTON COUNTY HISTORICAL SOCIETY,image/jpeg,,200012,2000,12,-87.44634,40.77723,KENTLAND,IN,"KENTLAND, IN"
mid168,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FRANKLIN COUNTY CITIZENS FOR HISTORIC PRESERVATION,image/jpeg,,199307,1993,07,-84.87337,39.38906,CEDAR GROVE,IN,"CEDAR GROVE, IN"
mid169,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,OWEN COUNTY HISTORICAL & GENEALOGICAL SOCIETY,image/jpeg,HTTP://WWW.SWEETOWEN.NET/OCHGSHOMEPAGE.HTML,199212,1992,12,-86.77264,39.28545,SPENCER,IN,"SPENCER, IN"
mid170,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MORGAN COUNTY HISTORICAL PRESERVATION SOCIETY,image/jpeg,,199208,1992,08,-86.45619,39.4639,MARTINSVILLE,IN,"MARTINSVILLE, IN"
mid171,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WILBUR WRIGHT BIRTHPLACE,image/jpeg,HTTP://WWW.WWBIRTHPLACE.COM,199402,1994,02,-85.24359,39.95783,HAGERSTOWN,IN,"HAGERSTOWN, IN"
mid172,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BETHLEHEM TOWNSHIP HERITAGE PRESERVATION ASSOCIATION,image/jpeg,,199402,1994,02,-85.50655,38.5589,NEW WASHINGT,IN,"NEW WASHINGT, IN"
mid173,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HENDRICKS COUNTY HERITAGE,image/jpeg,,199506,1995,06,-86.5177,39.68762,CLAYTON,IN,"CLAYTON, IN"
mid174,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BESANCON HISTORICAL SOCIETY,image/jpeg,,199604,1996,04,-84.93836,41.05052,NEW HAVEN,IN,"NEW HAVEN, IN"
mid175,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,VANDALIA COMMUNITY PRESERVATION ASSOCIATION,image/jpeg,HTTP://VANDALIACPA.ORG/,199601,1996,01,-86.84577,39.29862,SPENCER,IN,"SPENCER, IN"
mid176,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,VERMILLION COUNTY INDIANA HISTORICAL SOCIETY,image/jpeg,HTTP://VCIHS.COM/,199605,1996,05,-87.40505,39.88177,NEWPORT,IN,"NEWPORT, IN"
mid177,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WANATAH HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.WANATAH.ORG/,200612,2006,12,-86.90116,41.42941,WANATAH,IN,"WANATAH, IN"
mid178,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GOSPORT MUSEUM SOCIETY,image/jpeg,HTTP://WWW.DIVINGMUSEUM.CO.UK/,200304,2003,04,-86.66073,39.35827,GOSPORT,IN,"GOSPORT, IN"
mid179,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MATTHEWS COVERED BRIDGE HISTORICAL SOCIETY,image/jpeg,,199808,1998,08,-85.49567,40.3887,MATTHEWS,IN,"MATTHEWS, IN"
mid180,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,JEFFERSON COUNTY PRESERVATION COUNCIL,image/jpeg,,200003,2000,03,-85.2229,38.88677,CANAAN,IN,"CANAAN, IN"
mid181,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,IRELAND HISTORICAL SOCIETY,image/jpeg,,199702,1997,02,-87.04178,38.40032,JASPER,IN,"JASPER, IN"
mid182,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,JOSEPH BOGGS SOCIETY FOR HISTORICAL PRESERVATION,image/jpeg,,200003,2000,03,-85.91592,39.55948,BOGGSTOWN,IN,"BOGGSTOWN, IN"
mid183,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HUNTERTOWN HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HUNTERTOWNHISTORICALSOC.ORG/,199810,1998,10,-85.19197,41.24831,HUNTERTOWN,IN,"HUNTERTOWN, IN"
mid184,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CLAY TOWNSHIP HISTORICAL AND PRESERVATION SOCIETY,image/jpeg,,200112,2001,12,-85.04157,39.89271,GREENS FORK,IN,"GREENS FORK, IN"
mid185,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,NORTH CENTRAL INDIANA ANTIQUE TRACTOR PULLERS ASSOCIATION,image/jpeg,,201212,2012,12,-86.01916,40.9916,MACY,IN,"MACY, IN"
mid186,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FOUNTAIN COUNTY GENEALOGY SOCIETY,image/jpeg,HTTP://WWW.FOCOGENSOC.ORG/,200012,2000,12,-87.25211,40.11547,VEEDERSBURG,IN,"VEEDERSBURG, IN"
mid187,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,JACKSON TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200106,2001,06,-86.61679,39.96149,JAMESTOWN,IN,"JAMESTOWN, IN"
mid188,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,OLD UNION COMMUNITY ASSOCIATION,image/jpeg,,200310,2003,10,-86.93707,38.62596,LOOGOOTEE,IN,"LOOGOOTEE, IN"
mid189,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,NAVILLETON SCHOOLHOUSE,image/jpeg,,200706,2007,06,-85.93862,38.38218,FLOYDS KNOBS,IN,"FLOYDS KNOBS, IN"
mid190,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FRANKLIN COUNTY HISTORICAL SOCIETY,image/jpeg,,197012,1970,12,-85.0128,39.42333,BROOKVILLE,IN,"BROOKVILLE, IN"
mid191,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARTIN COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.MARTINCOUNTYHISTORICALSOCIETY.COM/,196712,1967,12,-86.79797,38.66987,SHOALS,IN,"SHOALS, IN"
mid192,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,TRINITY SPRINGS MUSTERING ELM GROUP,image/jpeg,,200303,2003,03,-86.77695,38.63385,SHOALS,IN,"SHOALS, IN"
mid193,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,FOUR PRESIDENTS CORNERS HISTORICAL SOCIETY,image/jpeg,,200512,2005,12,-84.87557,41.00813,MONROEVILLE,IN,"MONROEVILLE, IN"
mid194,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MONTPELIER HISTORICAL SOCIETY,image/jpeg,,200804,2008,04,-85.27636,40.55386,MONTPELIER,IN,"MONTPELIER, IN"
mid195,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,REMINGTON AREA HISTORICAL SOCIETY,image/jpeg,,200405,2004,05,-87.15461,40.7598,REMINGTON,IN,"REMINGTON, IN"
mid196,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HISTORIC MICHIGAN ROAD ASSOCIATION,image/jpeg,,201310,2013,10,-86.2908,41.39038,PLYMOUTH,IN,"PLYMOUTH, IN"
mid197,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ABINGTON HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ABINGTON.ORG,200304,2003,04,-84.96443,39.7335,CENTERVILLE,IN,"CENTERVILLE, IN"
mid198,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FORT VALLONIA DAYS ASSOCIATION,image/jpeg,HTTP://WWW.FORTVALLONIADAYS.COM/,197706,1977,06,-86.05096,38.82768,VALLONIA,IN,"VALLONIA, IN"
mid199,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,TOPEKA AREA HISTORICAL SOCIETY INC 123 OHIO ST,image/jpeg,HTTP://TOPEKAHISTORICALSOCIETY.COM/,199104,1991,04,-85.54982,41.56534,TOPEKA,IN,"TOPEKA, IN"
mid200,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LINCOLN PIONEER VILLAGE & MUSEUM,image/jpeg,,200912,2009,12,-87.05923,37.88096,ROCKPORT,IN,"ROCKPORT, IN"
mid201,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SHUBAEL LITTLE PIONEER VILLAGE,image/jpeg,,200609,2006,09,-86.67119,37.94942,CANNELTON,IN,"CANNELTON, IN"
mid202,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,RUSSIAVILLE HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.RUSSIAVILLEHISTORY.ORG/,200401,2004,01,-86.22832,40.3625,RUSSIAVILLE,IN,"RUSSIAVILLE, IN"
mid203,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WEST POINT AREA HISTORICAL SOCIETY,image/jpeg,HTTP://TOWNOFWESTPOINTAREAHISTORICALSOCIETY.ORG/ABOUT/CONTACT-US/,201107,2011,07,-89.6701,43.35365,LODI,WI,"LODI, WI"
mid204,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,STURGEON POINT LIGHT HOUSE,image/jpeg,HTTP://WWW.ALCONAHISTORICALSOCIETY.COM/,198605,1986,05,-83.34057,44.65827,HARRISVILLE,MI,"HARRISVILLE, MI"
mid205,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ROCKFORD AREA HISTORICAL MUSEUM,image/jpeg,,201109,2011,09,-85.52077,43.12152,ROCKFORD,MI,"ROCKFORD, MI"
mid206,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,OLD RUGGED CROSS MUSEUM,image/jpeg,,199503,1995,03,-85.52552,43.89105,REED CITY,MI,"REED CITY, MI"
mid207,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ONAWAY COURT HOUSE AND HISTORICAL MUSEUM,image/jpeg,HTTP://ONAWAYHISTORICALMUSEUM.COM/,201402,2014,02,-84.22827,45.35773,ONAWAY,MI,"ONAWAY, MI"
mid208,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MARLETTE HISTORICAL SOCIETY,image/jpeg,,201406,2014,06,-83.07592,43.32744,MARLETTE,MI,"MARLETTE, MI"
mid209,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MARION AREA HISTORICAL MUSEUM,image/jpeg,,199301,1993,01,-85.15312,44.09596,MARION,MI,"MARION, MI"
mid210,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FIFE LAKE AREA HISTORICAL MUSEUM,image/jpeg,,197910,1979,10,-85.25184,44.56157,FIFE LAKE,MI,"FIFE LAKE, MI"
mid211,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,COPPER RANGE HISTORICAL MUSEUM,image/jpeg,,198910,1989,10,-88.64058,47.06988,SOUTH RANGE,MI,"SOUTH RANGE, MI"
mid212,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,CASEVILLE HISTORICAL SOCIETY,image/jpeg,,199404,1994,04,-83.24017,43.95035,CASEVILLE,MI,"CASEVILLE, MI"
mid213,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,EXETER HISTORICAL SOCIETY,image/jpeg,,200802,2008,02,-83.55538,42.02074,MAYBEE,MI,"MAYBEE, MI"
mid214,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BANGOR HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.BANGORMIHISTORY.COM/,200912,2009,12,-86.11414,42.30961,BANGOR,MI,"BANGOR, MI"
mid215,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ELKTON AREA HISTORICAL SOCIETY,image/jpeg,HTTP://THEHCHS.ORG/ELKTON/INDEX.HTM,201402,2014,02,-83.16761,43.82839,ELKTON,MI,"ELKTON, MI"
mid216,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SAMESL FAMILY HERITAGE SOCIETY,image/jpeg,HTTP://SAMELSFARM.ORG/,200412,2004,12,-85.3531,44.80522,WILLIAMSBURG,MI,"WILLIAMSBURG, MI"
mid217,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,REMUS AREA HISTORICAL SOCIETY,image/jpeg,,200606,2006,06,-85.14536,43.59404,REMUS,MI,"REMUS, MI"
mid218,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MICHIGAN LIGHTHOUSE ALLIANCE,image/jpeg,HTTP://WWW.MICHIGANLIGHTHOUSEALLIANCE.ORG/,200410,2004,10,-83.8293,46.01928,DRUMMOND IS,MI,"DRUMMOND IS, MI"
mid219,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GALESBURG HISTORICAL SOCIETY AND MUSEUM,image/jpeg,HTTP://WWW.GALESBURG.MICHLIBRARY.ORG/,200412,2004,12,-85.40795,42.28889,GALESBURG,MI,"GALESBURG, MI"
mid220,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,OLIVE TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.OLIVETOWNSHIP.COM,200602,2006,02,-86.12004,42.8897,HOLLAND,MI,"HOLLAND, MI"
mid221,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BEAVERTON HISTORICAL SOCIETY,image/jpeg,,200707,2007,07,-84.4189,43.87408,BEAVERTON,MI,"BEAVERTON, MI"
mid222,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,INLAND WATER ROUTE HISTORICAL SOCIETY,image/jpeg,HTTPS://IWRHS.WORDPRESS.COM/,201307,2013,07,-84.78253,45.44067,ALANSON,MI,"ALANSON, MI"
mid223,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LUMBERJACKS & RIVERMENS PARK ASSOCIATION,image/jpeg,,200706,2007,06,-84.83579,43.37342,RIVERDALE,MI,"RIVERDALE, MI"
mid224,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORIC FORT WAYNE COALITION,image/jpeg,,200712,2007,12,-83.38204,43.15924,COLUMBIAVILL,MI,"COLUMBIAVILL, MI"
mid225,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BRUSH CREEK MILL,image/jpeg,HTTP://BRUSHCREEKMILL.COM/,200710,2007,10,-83.93814,45.06857,HILLMAN,MI,"HILLMAN, MI"
mid226,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,KENTON-SIDNAW HISTORICAL SOCIETY,image/jpeg,,200608,2006,08,-88.96152,46.46895,TROUT CREEK,MI,"TROUT CREEK, MI"
